Año,Mes,TiendaID,NombreTienda,CategoriaID,NombreCategoria,ValorMeta
2024,1,8,Tienda Cartagena,3,Ropa y Moda,22500000
2024,1,8,Tienda Cartagena,6,Alimentos y Bebidas,16000000
2024,1,8,Tienda Cartagena,9,Librería y Papelería,13000000
2024,1,9,Tienda Pereira,9,Librería y Papelería,33000000
2024,1,9,Tienda Pereira,5,Deportes y Fitness,26000000
2024,1,9,Tienda Pereira,8,Juguetes y Juegos,21000000
2024,1,9,Tienda Pereira,10,Mascotas,18000000
2024,1,10,Tienda Manizales,10,Mascotas,51000000
2024,1,10,Tienda Manizales,2,Electrodomésticos,42500000
2024,1,10,Tienda Manizales,7,Belleza y Cuidado,33000000
2024,1,10,Tienda Manizales,11,Ferretería,27500000
2024,2,1,Tienda Bogotá Centro,1,Electrónica,42500000
2024,2,1,Tienda Bogotá Centro,12,Automotriz,34000000
2024,2,1,Tienda Bogotá Centro,2,Electrodomésticos,26500000
2024,2,1,Tienda Bogotá Centro,8,Juguetes y Juegos,20500000
2024,2,2,Tienda Bogotá Norte,1,Electrónica,38000000
2024,2,2,Tienda Bogotá Norte,2,Electrodomésticos,38500000
2024,2,2,Tienda Bogotá Norte,12,Automotriz,29500000
2024,2,2,Tienda Bogotá Norte,3,Ropa y Moda,23500000
2024,2,3,Tienda Medellín Centro,3,Ropa y Moda,39000000
2024,2,3,Tienda Medellín Centro,8,Juguetes y Juegos,30500000
2024,2,3,Tienda Medellín Centro,5,Deportes y Fitness,22500000
2024,2,3,Tienda Medellín Centro,6,Alimentos y Bebidas,17000000
2024,2,4,Tienda Medellín El Poblado,4,Hogar y Decoración,33500000
2024,2,4,Tienda Medellín El Poblado,3,Ropa y Moda,27000000
2024,2,4,Tienda Medellín El Poblado,9,Librería y Papelería,19000000
2024,2,4,Tienda Medellín El Poblado,5,Deportes y Fitness,15500000
2024,2,5,Tienda Cali Norte,5,Deportes y Fitness,29500000
2024,2,5,Tienda Cali Norte,6,Alimentos y Bebidas,22000000
2024,2,5,Tienda Cali Norte,3,Ropa y Moda,17500000
2024,2,5,Tienda Cali Norte,8,Juguetes y Juegos,15000000
2024,2,6,Tienda Barranquilla,6,Alimentos y Bebidas,30000000
2024,2,6,Tienda Barranquilla,8,Juguetes y Juegos,22000000
2024,2,6,Tienda Barranquilla,2,Electrodomésticos,17500000
2024,2,6,Tienda Barranquilla,9,Librería y Papelería,14500000
2024,2,7,Tienda Bucaramanga,7,Belleza y Cuidado,34000000
2024,2,7,Tienda Bucaramanga,11,Ferretería,28500000
2024,2,7,Tienda Bucaramanga,4,Hogar y Decoración,19000000
2024,2,7,Tienda Bucaramanga,2,Electrodomésticos,15500000
2024,2,8,Tienda Cartagena,8,Juguetes y Juegos,26500000
2024,2,8,Tienda Cartagena,3,Ropa y Moda,21500000
2024,2,8,Tienda Cartagena,6,Alimentos y Bebidas,14500000
2024,2,8,Tienda Cartagena,9,Librería y Papelería,13000000
2024,2,9,Tienda Pereira,9,Librería y Papelería,33000000
2024,2,9,Tienda Pereira,5,Deportes y Fitness,23500000
2024,2,9,Tienda Pereira,8,Juguetes y Juegos,21000000
2024,2,9,Tienda Pereira,10,Mascotas,17500000
2024,2,10,Tienda Manizales,10,Mascotas,50000000
2024,2,10,Tienda Manizales,2,Electrodomésticos,40500000
2024,2,10,Tienda Manizales,7,Belleza y Cuidado,30500000
2024,2,10,Tienda Manizales,11,Ferretería,25500000
2024,3,1,Tienda Bogotá Centro,1,Electrónica,47000000
2024,3,1,Tienda Bogotá Centro,12,Automotriz,39000000
2024,3,1,Tienda Bogotá Centro,2,Electrodomésticos,30500000
2024,3,1,Tienda Bogotá Centro,8,Juguetes y Juegos,24500000
2024,3,2,Tienda Bogotá Norte,1,Electrónica,44000000
2024,3,2,Tienda Bogotá Norte,2,Electrodomésticos,43500000
2024,3,2,Tienda Bogotá Norte,12,Automotriz,36500000
2024,3,2,Tienda Bogotá Norte,3,Ropa y Moda,27500000
2024,3,3,Tienda Medellín Centro,3,Ropa y Moda,41500000
2024,3,3,Tienda Medellín Centro,8,Juguetes y Juegos,33000000
2024,3,3,Tienda Medellín Centro,5,Deportes y Fitness,25000000
2024,3,3,Tienda Medellín Centro,6,Alimentos y Bebidas,19500000
2024,3,4,Tienda Medellín El Poblado,4,Hogar y Decoración,40000000
2024,3,4,Tienda Medellín El Poblado,3,Ropa y Moda,29000000
2024,3,4,Tienda Medellín El Poblado,9,Librería y Papelería,20500000
2024,3,4,Tienda Medellín El Poblado,5,Deportes y Fitness,17000000
2024,3,5,Tienda Cali Norte,5,Deportes y Fitness,36000000
2024,3,5,Tienda Cali Norte,6,Alimentos y Bebidas,24000000
2024,3,5,Tienda Cali Norte,3,Ropa y Moda,21500000
2024,3,5,Tienda Cali Norte,8,Juguetes y Juegos,17500000
2024,3,6,Tienda Barranquilla,6,Alimentos y Bebidas,31000000
2024,3,6,Tienda Barranquilla,8,Juguetes y Juegos,25000000
2024,3,6,Tienda Barranquilla,2,Electrodomésticos,20000000
2024,3,6,Tienda Barranquilla,9,Librería y Papelería,16500000
2024,3,7,Tienda Bucaramanga,7,Belleza y Cuidado,36000000
2024,3,7,Tienda Bucaramanga,11,Ferretería,32000000
2024,3,7,Tienda Bucaramanga,4,Hogar y Decoración,21500000
2024,3,7,Tienda Bucaramanga,2,Electrodomésticos,18500000
2024,3,8,Tienda Cartagena,8,Juguetes y Juegos,30500000
2024,3,8,Tienda Cartagena,3,Ropa y Moda,25500000
2024,3,8,Tienda Cartagena,6,Alimentos y Bebidas,17500000
2024,3,8,Tienda Cartagena,9,Librería y Papelería,13500000
2024,3,9,Tienda Pereira,9,Librería y Papelería,36000000
2024,3,9,Tienda Pereira,5,Deportes y Fitness,26000000
2024,3,9,Tienda Pereira,8,Juguetes y Juegos,24500000
2024,3,9,Tienda Pereira,10,Mascotas,20500000
2024,3,10,Tienda Manizales,10,Mascotas,53000000
2024,3,10,Tienda Manizales,2,Electrodomésticos,46500000
2024,3,10,Tienda Manizales,7,Belleza y Cuidado,35500000
2024,3,10,Tienda Manizales,11,Ferretería,28500000
2024,4,1,Tienda Bogotá Centro,1,Electrónica,47000000
2024,4,1,Tienda Bogotá Centro,12,Automotriz,39000000
2024,4,1,Tienda Bogotá Centro,2,Electrodomésticos,30500000
2024,4,1,Tienda Bogotá Centro,8,Juguetes y Juegos,23000000
2024,4,2,Tienda Bogotá Norte,1,Electrónica,41500000
2024,4,2,Tienda Bogotá Norte,2,Electrodomésticos,43000000
2024,4,2,Tienda Bogotá Norte,12,Automotriz,32500000
2024,4,2,Tienda Bogotá Norte,3,Ropa y Moda,28000000
2024,4,3,Tienda Medellín Centro,3,Ropa y Moda,44000000
2024,4,3,Tienda Medellín Centro,8,Juguetes y Juegos,35000000
2024,4,3,Tienda Medellín Centro,5,Deportes y Fitness,25000000
2024,4,3,Tienda Medellín Centro,6,Alimentos y Bebidas,18000000
2024,4,4,Tienda Medellín El Poblado,4,Hogar y Decoración,39500000
2024,4,4,Tienda Medellín El Poblado,3,Ropa y Moda,29500000
2024,4,4,Tienda Medellín El Poblado,9,Librería y Papelería,20000000
2024,4,4,Tienda Medellín El Poblado,5,Deportes y Fitness,17000000
2024,4,5,Tienda Cali Norte,5,Deportes y Fitness,32000000
2024,4,5,Tienda Cali Norte,6,Alimentos y Bebidas,24000000
2024,4,5,Tienda Cali Norte,3,Ropa y Moda,20500000
2024,4,5,Tienda Cali Norte,8,Juguetes y Juegos,16000000
2024,4,6,Tienda Barranquilla,6,Alimentos y Bebidas,31500000
2024,4,6,Tienda Barranquilla,8,Juguetes y Juegos,24000000
2024,4,6,Tienda Barranquilla,2,Electrodomésticos,18500000
2024,4,6,Tienda Barranquilla,9,Librería y Papelería,16500000
2024,4,7,Tienda Bucaramanga,7,Belleza y Cuidado,36000000
2024,4,7,Tienda Bucaramanga,11,Ferretería,30000000
2024,4,7,Tienda Bucaramanga,4,Hogar y Decoración,21500000
2024,4,7,Tienda Bucaramanga,2,Electrodomésticos,18500000
2024,4,8,Tienda Cartagena,8,Juguetes y Juegos,29000000
2024,4,8,Tienda Cartagena,3,Ropa y Moda,23500000
2024,4,8,Tienda Cartagena,6,Alimentos y Bebidas,17500000
2024,4,8,Tienda Cartagena,9,Librería y Papelería,13500000
2024,4,9,Tienda Pereira,9,Librería y Papelería,35000000
2024,4,9,Tienda Pereira,5,Deportes y Fitness,26500000
2024,4,9,Tienda Pereira,8,Juguetes y Juegos,22000000
2024,4,9,Tienda Pereira,10,Mascotas,19000000
2024,4,10,Tienda Manizales,10,Mascotas,52000000
2024,4,10,Tienda Manizales,2,Electrodomésticos,45500000
2024,4,10,Tienda Manizales,7,Belleza y Cuidado,33500000
2024,4,10,Tienda Manizales,11,Ferretería,28000000
2024,5,1,Tienda Bogotá Centro,1,Electrónica,46500000
2024,5,1,Tienda Bogotá Centro,12,Automotriz,41500000
2024,5,1,Tienda Bogotá Centro,2,Electrodomésticos,30500000
2024,5,1,Tienda Bogotá Centro,8,Juguetes y Juegos,25000000
2024,5,2,Tienda Bogotá Norte,1,Electrónica,47500000
2024,5,2,Tienda Bogotá Norte,2,Electrodomésticos,44000000
2024,5,2,Tienda Bogotá Norte,12,Automotriz,35000000
2024,5,2,Tienda Bogotá Norte,3,Ropa y Moda,28500000
2024,5,3,Tienda Medellín Centro,3,Ropa y Moda,43500000
2024,5,3,Tienda Medellín Centro,8,Juguetes y Juegos,34500000
2024,5,3,Tienda Medellín Centro,5,Deportes y Fitness,28000000
2024,5,3,Tienda Medellín Centro,6,Alimentos y Bebidas,20000000
2024,5,4,Tienda Medellín El Poblado,4,Hogar y Decoración,40000000
2024,5,4,Tienda Medellín El Poblado,3,Ropa y Moda,31000000
2024,5,4,Tienda Medellín El Poblado,9,Librería y Papelería,22500000
2024,5,4,Tienda Medellín El Poblado,5,Deportes y Fitness,17500000
2024,5,5,Tienda Cali Norte,5,Deportes y Fitness,34000000
2024,5,5,Tienda Cali Norte,6,Alimentos y Bebidas,24500000
2024,5,5,Tienda Cali Norte,3,Ropa y Moda,21000000
2024,5,5,Tienda Cali Norte,8,Juguetes y Juegos,17500000
2024,5,6,Tienda Barranquilla,6,Alimentos y Bebidas,34000000
2024,5,6,Tienda Barranquilla,8,Juguetes y Juegos,25500000
2024,5,6,Tienda Barranquilla,2,Electrodomésticos,21000000
2024,5,6,Tienda Barranquilla,9,Librería y Papelería,16000000
2024,5,7,Tienda Bucaramanga,7,Belleza y Cuidado,38000000
2024,5,7,Tienda Bucaramanga,11,Ferretería,32000000
2024,5,7,Tienda Bucaramanga,4,Hogar y Decoración,23500000
2024,5,7,Tienda Bucaramanga,2,Electrodomésticos,18500000
2024,5,8,Tienda Cartagena,8,Juguetes y Juegos,30500000
2024,5,8,Tienda Cartagena,3,Ropa y Moda,25000000
2024,5,8,Tienda Cartagena,6,Alimentos y Bebidas,17500000
2024,5,8,Tienda Cartagena,9,Librería y Papelería,14000000
2024,5,9,Tienda Pereira,9,Librería y Papelería,36500000
2024,5,9,Tienda Pereira,5,Deportes y Fitness,29000000
2024,5,9,Tienda Pereira,8,Juguetes y Juegos,24000000
2024,5,9,Tienda Pereira,10,Mascotas,21000000
2024,5,10,Tienda Manizales,10,Mascotas,56000000
2024,5,10,Tienda Manizales,2,Electrodomésticos,45500000
2024,5,10,Tienda Manizales,7,Belleza y Cuidado,38000000
2024,5,10,Tienda Manizales,11,Ferretería,31500000
2024,6,1,Tienda Bogotá Centro,1,Electrónica,51500000
2024,6,1,Tienda Bogotá Centro,12,Automotriz,44000000
2024,6,1,Tienda Bogotá Centro,2,Electrodomésticos,33000000
2024,6,1,Tienda Bogotá Centro,8,Juguetes y Juegos,24000000
2024,6,2,Tienda Bogotá Norte,1,Electrónica,47000000
2024,6,2,Tienda Bogotá Norte,2,Electrodomésticos,45500000
2024,6,2,Tienda Bogotá Norte,12,Automotriz,36000000
2024,6,2,Tienda Bogotá Norte,3,Ropa y Moda,27500000
2024,6,3,Tienda Medellín Centro,3,Ropa y Moda,45000000
2024,6,3,Tienda Medellín Centro,8,Juguetes y Juegos,38500000
2024,6,3,Tienda Medellín Centro,5,Deportes y Fitness,26500000
2024,6,3,Tienda Medellín Centro,6,Alimentos y Bebidas,21000000
2024,6,4,Tienda Medellín El Poblado,4,Hogar y Decoración,40500000
2024,6,4,Tienda Medellín El Poblado,3,Ropa y Moda,30500000
2024,6,4,Tienda Medellín El Poblado,9,Librería y Papelería,23500000
2024,6,4,Tienda Medellín El Poblado,5,Deportes y Fitness,19500000
2024,6,5,Tienda Cali Norte,5,Deportes y Fitness,36500000
2024,6,5,Tienda Cali Norte,6,Alimentos y Bebidas,26000000
2024,6,5,Tienda Cali Norte,3,Ropa y Moda,21000000
2024,6,5,Tienda Cali Norte,8,Juguetes y Juegos,17500000
2024,6,6,Tienda Barranquilla,6,Alimentos y Bebidas,36000000
2024,6,6,Tienda Barranquilla,8,Juguetes y Juegos,26000000
2024,6,6,Tienda Barranquilla,2,Electrodomésticos,20500000
2024,6,6,Tienda Barranquilla,9,Librería y Papelería,17500000
2024,6,7,Tienda Bucaramanga,7,Belleza y Cuidado,37000000
2024,6,7,Tienda Bucaramanga,11,Ferretería,33500000
2024,6,7,Tienda Bucaramanga,4,Hogar y Decoración,23500000
2024,6,7,Tienda Bucaramanga,2,Electrodomésticos,20000000
2024,6,8,Tienda Cartagena,8,Juguetes y Juegos,31000000
2024,6,8,Tienda Cartagena,3,Ropa y Moda,27000000
2024,6,8,Tienda Cartagena,6,Alimentos y Bebidas,17000000
2024,6,8,Tienda Cartagena,9,Librería y Papelería,14000000
2024,6,9,Tienda Pereira,9,Librería y Papelería,38500000
2024,6,9,Tienda Pereira,5,Deportes y Fitness,29000000
2024,6,9,Tienda Pereira,8,Juguetes y Juegos,24000000
2024,6,9,Tienda Pereira,10,Mascotas,20000000
2024,6,10,Tienda Manizales,10,Mascotas,59000000
2024,6,10,Tienda Manizales,2,Electrodomésticos,47000000
2024,6,10,Tienda Manizales,7,Belleza y Cuidado,37500000
2024,6,10,Tienda Manizales,11,Ferretería,31500000
2024,7,1,Tienda Bogotá Centro,1,Electrónica,50000000
2024,7,1,Tienda Bogotá Centro,12,Automotriz,43000000
2024,7,1,Tienda Bogotá Centro,2,Electrodomésticos,33000000
2024,7,1,Tienda Bogotá Centro,8,Juguetes y Juegos,26500000
2024,7,2,Tienda Bogotá Norte,1,Electrónica,46500000
2024,7,2,Tienda Bogotá Norte,2,Electrodomésticos,49000000
2024,7,2,Tienda Bogotá Norte,12,Automotriz,36500000
2024,7,2,Tienda Bogotá Norte,3,Ropa y Moda,29000000
2024,7,3,Tienda Medellín Centro,3,Ropa y Moda,47500000
2024,7,3,Tienda Medellín Centro,8,Juguetes y Juegos,36500000
2024,7,3,Tienda Medellín Centro,5,Deportes y Fitness,27500000
2024,7,3,Tienda Medellín Centro,6,Alimentos y Bebidas,21500000
2024,7,4,Tienda Medellín El Poblado,4,Hogar y Decoración,40000000
2024,7,4,Tienda Medellín El Poblado,3,Ropa y Moda,31000000
2024,7,4,Tienda Medellín El Poblado,9,Librería y Papelería,24000000
2024,7,4,Tienda Medellín El Poblado,5,Deportes y Fitness,19500000
2024,7,5,Tienda Cali Norte,5,Deportes y Fitness,35500000
2024,7,5,Tienda Cali Norte,6,Alimentos y Bebidas,25000000
2024,7,5,Tienda Cali Norte,3,Ropa y Moda,21500000
2024,7,5,Tienda Cali Norte,8,Juguetes y Juegos,19000000
2024,7,6,Tienda Barranquilla,6,Alimentos y Bebidas,36000000
2024,7,6,Tienda Barranquilla,8,Juguetes y Juegos,27000000
2024,7,6,Tienda Barranquilla,2,Electrodomésticos,20500000
2024,7,6,Tienda Barranquilla,9,Librería y Papelería,17000000
2024,7,7,Tienda Bucaramanga,7,Belleza y Cuidado,41000000
2024,7,7,Tienda Bucaramanga,11,Ferretería,34500000
2024,7,7,Tienda Bucaramanga,4,Hogar y Decoración,24000000
2024,7,7,Tienda Bucaramanga,2,Electrodomésticos,21000000
2024,7,8,Tienda Cartagena,8,Juguetes y Juegos,33500000
2024,7,8,Tienda Cartagena,3,Ropa y Moda,25000000
2024,7,8,Tienda Cartagena,6,Alimentos y Bebidas,18500000
2024,7,8,Tienda Cartagena,9,Librería y Papelería,14500000
2024,7,9,Tienda Pereira,9,Librería y Papelería,39500000
2024,7,9,Tienda Pereira,5,Deportes y Fitness,30500000
2024,7,9,Tienda Pereira,8,Juguetes y Juegos,24500000
2024,7,9,Tienda Pereira,10,Mascotas,20500000
2024,7,10,Tienda Manizales,10,Mascotas,56000000
2024,7,10,Tienda Manizales,2,Electrodomésticos,49500000
2024,7,10,Tienda Manizales,7,Belleza y Cuidado,37000000
2024,7,10,Tienda Manizales,11,Ferretería,32500000
2024,8,1,Tienda Bogotá Centro,1,Electrónica,51000000
2024,8,1,Tienda Bogotá Centro,12,Automotriz,41000000
2024,8,1,Tienda Bogotá Centro,2,Electrodomésticos,33000000
2024,8,1,Tienda Bogotá Centro,8,Juguetes y Juegos,24500000
2024,8,2,Tienda Bogotá Norte,1,Electrónica,47500000
2024,8,2,Tienda Bogotá Norte,2,Electrodomésticos,49500000
2024,8,2,Tienda Bogotá Norte,12,Automotriz,38000000
2024,8,2,Tienda Bogotá Norte,3,Ropa y Moda,28000000
2024,8,3,Tienda Medellín Centro,3,Ropa y Moda,45500000
2024,8,3,Tienda Medellín Centro,8,Juguetes y Juegos,36000000
2024,8,3,Tienda Medellín Centro,5,Deportes y Fitness,26500000
2024,8,3,Tienda Medellín Centro,6,Alimentos y Bebidas,21500000
2024,8,4,Tienda Medellín El Poblado,4,Hogar y Decoración,42000000
2024,8,4,Tienda Medellín El Poblado,3,Ropa y Moda,30000000
2024,8,4,Tienda Medellín El Poblado,9,Librería y Papelería,23500000
2024,8,4,Tienda Medellín El Poblado,5,Deportes y Fitness,18500000
2024,8,5,Tienda Cali Norte,5,Deportes y Fitness,36000000
2024,8,5,Tienda Cali Norte,6,Alimentos y Bebidas,24500000
2024,8,5,Tienda Cali Norte,3,Ropa y Moda,21000000
2024,8,5,Tienda Cali Norte,8,Juguetes y Juegos,19000000
2024,8,6,Tienda Barranquilla,6,Alimentos y Bebidas,36000000
2024,8,6,Tienda Barranquilla,8,Juguetes y Juegos,26000000
2024,8,6,Tienda Barranquilla,2,Electrodomésticos,21500000
2024,8,6,Tienda Barranquilla,9,Librería y Papelería,17500000
2024,8,7,Tienda Bucaramanga,7,Belleza y Cuidado,38000000
2024,8,7,Tienda Bucaramanga,11,Ferretería,32000000
2024,8,7,Tienda Bucaramanga,4,Hogar y Decoración,23000000
2024,8,7,Tienda Bucaramanga,2,Electrodomésticos,20500000
2024,8,8,Tienda Cartagena,8,Juguetes y Juegos,33500000
2024,8,8,Tienda Cartagena,3,Ropa y Moda,27000000
2024,8,8,Tienda Cartagena,6,Alimentos y Bebidas,18500000
2024,8,8,Tienda Cartagena,9,Librería y Papelería,14500000
2024,8,9,Tienda Pereira,9,Librería y Papelería,37500000
2024,8,9,Tienda Pereira,5,Deportes y Fitness,27500000
2024,8,9,Tienda Pereira,8,Juguetes y Juegos,25500000
2024,8,9,Tienda Pereira,10,Mascotas,22000000
2024,8,10,Tienda Manizales,10,Mascotas,57000000
2024,8,10,Tienda Manizales,2,Electrodomésticos,49500000
2024,8,10,Tienda Manizales,7,Belleza y Cuidado,36000000
2024,8,10,Tienda Manizales,11,Ferretería,33000000
2024,9,1,Tienda Bogotá Centro,1,Electrónica,53000000
2024,9,1,Tienda Bogotá Centro,12,Automotriz,45500000
2024,9,1,Tienda Bogotá Centro,2,Electrodomésticos,34000000
2024,9,1,Tienda Bogotá Centro,8,Juguetes y Juegos,26500000
2024,9,2,Tienda Bogotá Norte,1,Electrónica,46000000
2024,9,2,Tienda Bogotá Norte,2,Electrodomésticos,49500000
2024,9,2,Tienda Bogotá Norte,12,Automotriz,37000000
2024,9,2,Tienda Bogotá Norte,3,Ropa y Moda,31000000
2024,9,3,Tienda Medellín Centro,3,Ropa y Moda,48500000
2024,9,3,Tienda Medellín Centro,8,Juguetes y Juegos,39000000
2024,9,3,Tienda Medellín Centro,5,Deportes y Fitness,29000000
2024,9,3,Tienda Medellín Centro,6,Alimentos y Bebidas,20500000
2024,9,4,Tienda Medellín El Poblado,4,Hogar y Decoración,43500000
2024,9,4,Tienda Medellín El Poblado,3,Ropa y Moda,30500000
2024,9,4,Tienda Medellín El Poblado,9,Librería y Papelería,24000000
2024,9,4,Tienda Medellín El Poblado,5,Deportes y Fitness,19500000
2024,9,5,Tienda Cali Norte,5,Deportes y Fitness,36000000
2024,9,5,Tienda Cali Norte,6,Alimentos y Bebidas,27000000
2024,9,5,Tienda Cali Norte,3,Ropa y Moda,22500000
2024,9,5,Tienda Cali Norte,8,Juguetes y Juegos,18500000
2024,9,6,Tienda Barranquilla,6,Alimentos y Bebidas,36500000
2024,9,6,Tienda Barranquilla,8,Juguetes y Juegos,25500000
2024,9,6,Tienda Barranquilla,2,Electrodomésticos,20000000
2024,9,6,Tienda Barranquilla,9,Librería y Papelería,17000000
2024,9,7,Tienda Bucaramanga,7,Belleza y Cuidado,39500000
2024,9,7,Tienda Bucaramanga,11,Ferretería,35500000
2024,9,7,Tienda Bucaramanga,4,Hogar y Decoración,25000000
2024,9,7,Tienda Bucaramanga,2,Electrodomésticos,19500000
2024,9,8,Tienda Cartagena,8,Juguetes y Juegos,34000000
2024,9,8,Tienda Cartagena,3,Ropa y Moda,26500000
2024,9,8,Tienda Cartagena,6,Alimentos y Bebidas,19000000
2024,9,8,Tienda Cartagena,9,Librería y Papelería,15000000
2024,9,9,Tienda Pereira,9,Librería y Papelería,41000000
2024,9,9,Tienda Pereira,5,Deportes y Fitness,28500000
2024,9,9,Tienda Pereira,8,Juguetes y Juegos,26500000
2024,9,9,Tienda Pereira,10,Mascotas,21000000
2024,9,10,Tienda Manizales,10,Mascotas,61500000
2024,9,10,Tienda Manizales,2,Electrodomésticos,49000000
2024,9,10,Tienda Manizales,7,Belleza y Cuidado,36500000
2024,9,10,Tienda Manizales,11,Ferretería,32000000
2024,10,1,Tienda Bogotá Centro,1,Electrónica,54500000
2024,10,1,Tienda Bogotá Centro,12,Automotriz,44000000
2024,10,1,Tienda Bogotá Centro,2,Electrodomésticos,35000000
2024,10,1,Tienda Bogotá Centro,8,Juguetes y Juegos,26500000
2024,10,2,Tienda Bogotá Norte,1,Electrónica,50000000
2024,10,2,Tienda Bogotá Norte,2,Electrodomésticos,51000000
2024,10,2,Tienda Bogotá Norte,12,Automotriz,38500000
2024,10,2,Tienda Bogotá Norte,3,Ropa y Moda,31500000
2024,10,3,Tienda Medellín Centro,3,Ropa y Moda,46500000
2024,10,3,Tienda Medellín Centro,8,Juguetes y Juegos,41000000
2024,10,3,Tienda Medellín Centro,5,Deportes y Fitness,29500000
2024,10,3,Tienda Medellín Centro,6,Alimentos y Bebidas,22500000
2024,10,4,Tienda Medellín El Poblado,4,Hogar y Decoración,45000000
2024,10,4,Tienda Medellín El Poblado,3,Ropa y Moda,33500000
2024,10,4,Tienda Medellín El Poblado,9,Librería y Papelería,24000000
2024,10,4,Tienda Medellín El Poblado,5,Deportes y Fitness,19000000
2024,10,5,Tienda Cali Norte,5,Deportes y Fitness,39500000
2024,10,5,Tienda Cali Norte,6,Alimentos y Bebidas,26500000
2024,10,5,Tienda Cali Norte,3,Ropa y Moda,23000000
2024,10,5,Tienda Cali Norte,8,Juguetes y Juegos,20000000
2024,10,6,Tienda Barranquilla,6,Alimentos y Bebidas,37500000
2024,10,6,Tienda Barranquilla,8,Juguetes y Juegos,27000000
2024,10,6,Tienda Barranquilla,2,Electrodomésticos,21500000
2024,10,6,Tienda Barranquilla,9,Librería y Papelería,18000000
2024,10,7,Tienda Bucaramanga,7,Belleza y Cuidado,41500000
2024,10,7,Tienda Bucaramanga,11,Ferretería,35000000
2024,10,7,Tienda Bucaramanga,4,Hogar y Decoración,24000000
2024,10,7,Tienda Bucaramanga,2,Electrodomésticos,20500000
2024,10,8,Tienda Cartagena,8,Juguetes y Juegos,36000000
2024,10,8,Tienda Cartagena,3,Ropa y Moda,28000000
2024,10,8,Tienda Cartagena,6,Alimentos y Bebidas,20000000
2024,10,8,Tienda Cartagena,9,Librería y Papelería,16000000
2024,10,9,Tienda Pereira,9,Librería y Papelería,40000000
2024,10,9,Tienda Pereira,5,Deportes y Fitness,30500000
2024,10,9,Tienda Pereira,8,Juguetes y Juegos,25000000
2024,10,9,Tienda Pereira,10,Mascotas,22000000
2024,10,10,Tienda Manizales,10,Mascotas,61000000
2024,10,10,Tienda Manizales,2,Electrodomésticos,52500000
2024,10,10,Tienda Manizales,7,Belleza y Cuidado,40500000
2024,10,10,Tienda Manizales,11,Ferretería,33500000
2024,11,1,Tienda Bogotá Centro,1,Electrónica,59500000
2024,11,1,Tienda Bogotá Centro,12,Automotriz,49500000
2024,11,1,Tienda Bogotá Centro,2,Electrodomésticos,39000000
2024,11,1,Tienda Bogotá Centro,8,Juguetes y Juegos,31000000
2024,11,2,Tienda Bogotá Norte,1,Electrónica,58500000
2024,11,2,Tienda Bogotá Norte,2,Electrodomésticos,55000000
2024,11,2,Tienda Bogotá Norte,12,Automotriz,42500000
2024,11,2,Tienda Bogotá Norte,3,Ropa y Moda,35000000
2024,11,3,Tienda Medellín Centro,3,Ropa y Moda,56000000
2024,11,3,Tienda Medellín Centro,8,Juguetes y Juegos,43500000
2024,11,3,Tienda Medellín Centro,5,Deportes y Fitness,34000000
2024,11,3,Tienda Medellín Centro,6,Alimentos y Bebidas,25500000
2024,11,4,Tienda Medellín El Poblado,4,Hogar y Decoración,50500000
